26	slim down (sth) or slim (sth) down	to become smaller in size, often by employing fewer people, or to make something smaller
26	tail off	to decrease in amount or level
26	thin out	if a large number of people or things thin out, they become fewer in number
27	capitalise on sth	to use a situation in order to achieve something good for yourself
27	carry off sth or carry sth off	to succeed in doing or achieving something difficult
27	doom (sb/sth) to sth	to make someone or something sure to fail or suffer in a particular way
27	fall behind (sb)	to fail to score as many points as another team or player in a competition
27, 32	get (sb) through sth	to succeed in an examination or competition, or to help someone or something do this
27	lose out to	to be less successful than
27	pack in or pack sth in	informal to manage to do a lot of activities in a period of time
27, 40	pride yourself on sth/doing sth	(always reflexive) to be proud of a quality you have or of something you do
27	pull (sb) through (sth)	to succeed in dealing with a difficult period of your life, or to help someone else to do this
27	rise above sth	to not allow something bad that is happening or being done to you to upset you or to affect your behaviour
27	succeed in sth/doing sth	to achieve something that you have been trying to get or do
27	win back sb/sth or win sb/sth back	to persuade customers to return to using your company rather than competing companies because your company has improved
27	win out	if a particular emotion or type of behaviour wins out, it is stronger than other emotions or types of behaviour
27	win through	finally succeed after trying hard to achieve something
28	bear up	to deal with a very sad or difficult situation in a brave and determined way
28	botch up sth or botch sth up	informal to spoil a piece of work by doing it badly
28	be caught up in sth	to become involved in an activity or situation which prevents you from moving or making progress
28	clear up sth or clear sth up	to give or find an explanation for something, or to deal with a problem or disagreement
28	fall back on sth	to use something when other things have failed, or when there are no other choices
28	grasp at sth	to quickly use or accept an opportunity to do or have something, especially because you are unhappy with the present situation
28	hang over sb/sth	if a problem or threat hangs over a person or situation, it exists and makes people worry about what is going to happen
28	iron out sth or iron sth out	to find a way of solving small difficulties or problems, or to find a way of ending a disagreement
28	land (sb) in sth	to be in a difficult situation, or to cause someone to be in a difficult situation or an unpleasant place [e.g. prison]
28	live with sth	to accept a difficult or unpleasant situation and continue with your life while it exists
28	resign yourself to sth	to accept that something we do not want to happen will happen
28	resort to sth/doing sth	to do something bad in order to achieve what you want, often because it is the only thing you can do to achieve it
28	run into sth	if you run into difficulties or problems, you begin to experience them
28	safeguard against sth	to do things that you hope will stop something unpleasant happening
28	spill over	if a bad situation or problem spills over, it begins to have an unpleasant effect on another situation or group of people
28	walk away	to stop being involved in a situation that is difficult to deal with or that does not give you any advantages
29	arrive at sth	to achieve an agreement or decision, especially after thinking about it or discussing it for a long time
29	decide on sth/sb	to choose something or someone after thinking carefully
29	do in sb or do sb in	informal to attack or kill someone
29	do sb out of sth	informal to stop someone from getting or keeping something, in a dishonest or unfair way
29	do yourself up	to make yourself look more attractive
29	do without (sth/sb)	to manage without something or someone
29	drum up sth	to increase interest in something or support for something
29	mull over sth or mull sth over	to think carefully about something for a long time, often before making a decision
29	play sb off against sb	to encourage one person or group to compete against or argue with another, hoping that you can get some advantage from this situation
29	play on sth	if someone plays on your fears or weaknesses, they use them to try and make you do what they want, often in a way that is unfair
29	push through sth or push sth through	to make a plan or suggestion be officially accepted
29	reason with sb	to try to persuade someone not to do something stupid by giving them good reasons not to
29	single out sb/sth or single sb/sth out	to choose one person or thing from a large group in order to criticise or praise them
29	size up sb/sth or size sb/sth up	to carefully examine a situation or person in order to make a judgement
29	tend towards sth	to be likely to choose a particular thing
29	toss (sb) for sth	to decide which person or team can do something or have something by throwing a coin in the air and guessing which side of the coin will be on top when it lands
29	toy with sth	to consider something or doing something, but not in a very serious way and without making a decision
30	come off it!	something that you say in order to tell someone that you do not believe them or that you disagree with them or are angry with them
30	Dream on!	something that you say in order to tell someone that what they are hoping for is not possible and will not happen
30	Eat up!	something that you say to someone, especially a child, in order to tell them to eat their food
30	Get off (sb/sth)!	something that you say in order to tell someone to stop touching someone or something
30	go easy on sb	to treat someone in a gentle way, especially when you want to be or should be more severe
30	Go for it!	something that you say to encourage someone to try and achieve something
30	Go on then!	something that you say to encourage someone to do something
30	Hang about/on!	something that you say to tell someone to stop doing or saying something
30	Roll on sth!	British informal something that you say in order to show that you are looking forward to a time or event
30	Shut up!	to tell someone to stop talking
30, 60	Take it away!	something that you say in musical contexts to tell someone to start playing or singing
30	Wake up!	informal something you say to tell someone to listen to what you are saying when they have not been listening
31	beaver away	informal to work hard at something for a long time, especially something you are writing
31	be bogged down	to become so involved in the details of something that you cannot achieve anything
31	call out sb or call sb out	to order workers to strike (= to refuse to work because of an argument with an employer)
31	coast along	to do only the things that you have to do without trying to go faster or be more successful
31	cobble together sth or cobble sth together	to make something quickly and not very carefully
31	be cut out for sth	to have the right qualities for something, especially a job
31	farm out sth or farm sth out	to give work to other people instead of doing it yourself
31	fling yourself into	to start to spend a lot of your time and energy doing something
31, 57	get off	to leave the place where you work, usually at the end of the day
31	go in to sth	to choose a particular type of work as your job
31	knuckle down	to start to work or study hard, especially if you have not been working very hard before
31	pack in sth or pack sth in	informal to stop doing something, especially a job
31	pass over sb or pass sb over	to not give someone a job or a higher position and give it to someone else who is younger or less experienced
31	plug away	informal to work hard at something for a long time
31	see sth through	to continue doing a job or activity until it is finished, especially when it is difficult
31	slog away	informal to keep working very hard, usually for a long time
31	step aside	to leave a job or position, especially so that someone else can do it
32	bury yourself in sth	to give all your attention to something
32	check off sth or check sth off	to look at each item on a list, or to write something next to each item on a list, in order to make sure that everything or everyone on it is correct, present, or has been dealt with
32	come across	if an idea or an emotion comes across in writing, film, music, or when someone is speaking, it is expressed clearly and people understand it or notice it
32	count against sb/sth	to make someone or something more likely to fail
32	count towards sth	to be part of what is needed in order to complete something or achieve something
32	cream off sb or cream sb off	to separate the cleverest or most skilful people from a group and treat them differently
32	cross off sth or cross sth off (sth)	to remove a word from a list by drawing a line through it
32	get into sth	to succeed in getting a place at a school, college, or organisation
32	go on to sth	to start to do something after you have finished something else
32	leave behind sb or leave sb behind	to make progress much faster than someone else
32	major in sth	US & Australia to study something as your main subject at university
32	put sb through sth	to pay for someone to study at college or university
32	scrape through (sth)	to manage with a lot of difficulty to succeed in something [e.g. exam]
32	skim through sth	to read quickly without studying the details
32	be snowed under	informal to have so much work that you have problems dealing with it
32	tick off sth or tick sth off	to mark something with a tick
33	allow for sth	to take something into consideration
33	carry out sth or carry sth out	to complete a task
33	draw on sth	to use information from somewhere
33	finish off	to end or complete something
33	follow up sth or follow sth up	to find out more about something
33	get down or get sth down	to manage to write down a series of spoken points
33	get the most out of sb/sth	to take maximum benefit from something
33	look at sb/sth	to focus on somebody/something
33	put together sth or put sth together	to prepare, or organise something
33	read up on sb/sth	to do background reading on
33	set out	to begin something with a specific aim
33	sketch out sth or sketch sth out	to roughly plan something
33	to start with	begin
33	think through sth or think sth through	to plan carefully
33	type up sth or type sth up	to rewrite in full using a computer
33	weigh up sth or weigh sth up	to think about something carefully, comparing
34	aim at sth/doing sth	to intend to achieve something, or to be intended to achieve something
34	cater for sb/sth	to provide all the things that people need or want in a particular situation
34	consist of sth	to be formed from two or more things
34	detract from sth	to make something seem less good than it really is or than it was thought to be
34	devote sth to sth/doing sth	to use all of something, for example your life or your time, for a particular purpose
34	be founded on sth	to be based on a particular idea or belief
34	improve on sth	to do something in a better way or with better results than when it was done before
34	insist on sth/doing sth	to demand something and to make it clear that you will not accept anything else
34	interest sb in sth	to try to persuade someone that they want something
34	invest sth in sth	to use a lot of time or effort trying to achieve something or trying to make something successful
34	object to sb/sth/doing sth	to feel or say that you oppose or dislike something or someone
34	profit from sth/doing sth	to get an advantage from something
34	refer to sb/sth	if writing or information refers to someone or something, it describes or is about that person or thing
34	relate to sth	to be connected to a particular subject, or to be about a particular subject
34	sum up sb/sth or sum sth/sb up	if something sums up someone or something, it represents the most typical qualities of that person or thing
35	aim sth at sb	to intend something to influence someone, or to be noticed or bought by someone
35	bring in sb/sth or bring sb/sth in	if something, for example a company, brings people or business in, it attracts people, often encouraging them to buy products or services
35	bring out sth or bring sth out	to produce something to sell to the public
35	deal in sth	to buy and sell particular goods as a business
35	firm up sth or firm sth up	to make something [e.g. agreement, details, prices] more definite or less likely to change
35	head up sth or head sth up	to be in charge of an organisation
35	look after sth	to be responsible for dealing with something
35	set up sb or set sb up	to give someone the money that they need to start a business
35	sign up sb or sign sb up	to arrange for someone to sign a document stating that they will work for you
35	turn out sth or turn sth out	if a company or business turns out something, they make or produce it
36	cash up	British & Australian to count all the money taken by a shop or business at the end of the day
36	chip in (sth) or chip (sth) in	slightly informal to give an amount of money, especially when a group of people are giving money to pay for something together
36	clean out sb or clean sb out	informal if someone cleans you out, they take or use all the money you have, or if something expensive cleans you out, you spend all the money you have on it
36	come into sth	to get money from someone who has died
36	cough up (sth) or cough (sth) up	informal to provide money for something, especially when you are not very willing to do this
36	gobble up sth or gobble sth up	informal to use a lot of something, especially money
36	pay sth into sth	to put money into a bank account, often to save money for a particular purpose
36	plough back sth or plough sth back	to put money that you have earned into a business, in order to make the business bigger or better
36	put aside sth/sb or put sth/sb aside	to save money for a particular purpose
36	put by sth or put sth by	to save an amount of money in order to use it later
36	rent out sth or rent sth out	if you rent out something that you own [e.g. house], you allow someone to pay you money so that they can use it
36	roll in	if money or requests for money [e.g. bills] roll in, they arrive in large numbers
36	run through sth	if you run through money, you spend a lot of it very quickly
36	scrape by	manage to live when you do not have much money
36	set sb back (sth)	informal to cost someone a particular amount of money, usually a large amount of money
36	stake sth on sth/doing sth	to risk losing money or harming something important [e.g. reputation] if a plan does not succeed
37	block up sth or block sth up	to fill a hole so that nothing can pass through it
37	chuck away/out sth or chuck sth away/out	informal to get rid of something that is not needed any more
37	clean up after sb	to remove dirt someone has made, or to make a place tidy by putting things back where they belong
37	clear sth away or clear away sth	to remove things in order to make a place tidy
37	clear up after sb	to remove dirt someone has made, or to make a place tidy by putting things back where they belong
37	clutter up sth or clutter sth up	to fill something in an untidy or badly organised way
37	do out sth or do sth out	British & Australian to decorate or clean a room
37	have on sth or have sth on	if you have an electrical device [e.g. television, radio, iron] on, it is operating so that you can use it
37	lock up (sth) or lock (sth) up	to lock all the doors and windows of a building when you leave it
37	mop up (sth) or mop (sth) up	to use a cloth or a mop to remove a liquid that has been dropped or that has spread
37	part with sth	to give something away, usually when you do not want to
37	plump up sth or plump sth up	to make something [e.g. cushion, pillow] rounder and softer, especially by shaking it
37	pull sth	to close a door or window by pulling it towards you
37	push sth	to close a door or window by pushing it
37	settle in (sth/swh) or settle (sb) in	to begin to feel relaxed and happy in new surroundings
37	smarten up (sb/sth) or smarten sb/sth up	to make a person or a place look tidier
37	straighten up sth or straighten sth up	to make a place tidy
37	wash down sth or wash sth down	to clean a large object or surface [e.g. floor, walls] with a liquid
38	cast-offs	n clothes which have been given to somebody else because the first owner cannot use them any more
38	fling off sth or fling sth off	to remove very quickly
38	getup	n informal the particular clothing, especially when strange or unusual, that someone is wearing
38	let out sth or let sth out	to make a piece of clothing wider by removing the sewing from the side edges and then sewing closer to the edge of the material
38	let down sth or let sth down	to make a piece of clothing longer by removing the sewing from the bottom folded edge and then sewing closer to the edge of the material
38	pull on sth	to put on clothes quickly
38	roll up sth or roll sth up	to fold the edges of a piece of clothing that you are wearing [e.g. sleeves, trousers] in order to make them shorter
38	smooth down sth or smooth sth down	to press your hair or your clothes with your hands in order to make them flat
38	zip up sth or zip sth up	to fasten a piece of clothing by using its zip (= a long metal or plastic fastener), or to help someone close the zip on a piece of clothing they are wearing
39	bring together sb or bring sb together	to cause people to be friendly with each other, especially people who have argued with each other or who would not usually be friendly with each other
39	butter up sb or butter sb up	informal to be very nice to someone so that they will do what you want them to do
39	cheat on sb	informal to behave in a dishonest way towards your husband, wife, or usual sexual partner by having a sexual relationship with someone else
39	come between sb	if an argument or other problem comes between two or more people, it spoils their relationship
39	flirt with sb	to talk and behave towards someone in a way that is sexually attractive and which shows that person that you are sexually attracted to them
39	fuss over sb/sth	to pay too much attention to someone or something, especially because you want to show that you like them
39	go out together	to have a romantic relationship
39	hear from sb	to receive news or information from someone, usually by letter or telephone
39	have/had heard of sb/sth	to know a little about someone or something because you have read, seen, or been told something about them before
39	know of sb/sth	to have heard of someone or something and to be able to give some information about them, but not very much
39	be mixed up with sb	to be involved with someone who has a bad influence on you
39	patch up sth or patch sth up	to try to improve your relationship with someone after an argument
39	strike up sth	to start a conversation or relationship with someone
39	suck up to sb	informal to try to make someone who is in a position of authority like you by doing and saying things that will please them
39	warm to sb	to start to like someone
40	bore into sb	if someone's eyes bore into you, they look at you very hard and make you feel nervous
40	descend to sth/doing sth	to behave badly in a way that other people would not expect you to
40	draw out sb or draw sb out	to help someone who is shy to feel more confident
40	grow out of sth	if a child grows out of an interest, way of behaving, or illness, they stop having or doing it because they have become older
40	have sb down as sth	to think that someone is a particular type of person, especially when they are not in fact like that
40	light up (sth) or light (sth) up	if your face or eyes light up, or if something [e.g. smile] lights them up, you suddenly look very happy or excited
40	screw up sb or screw sb up	informal to make someone feel confused or unhappy about themselves and their life
40	shine through (sth)	if a quality that someone has shines through or shines through something, that quality is very easily noticed
40	toughen up	to become stronger and more able to deal with problems, or to make someone become this way
40	vouch for sb	to say that you know someone and that you can promise that they have a good character or good skills
41	bowl over sb or bowl sb over	to surprise or please someone a lot
41	brim with sth	to have or show a lot of a good emotion or good quality
41	not care for sth/sb	formal to not like something or someone
41	choke back/down sth or choke sth back/down	to force yourself not to show your feelings
41	come over sb	if a feeling comes over you, you suddenly experience it
41	feel up to sth/doing sth	to feel physically and mentally strong enough to do something
41	fight back sth or fight sth back	to try hard not to show an emotion, or to try hard not to let your emotions control what you do
41	go out to sb	if your thoughts or sympathies go out to someone, you feel very sorry for them when they are in a difficult situation
41	have sth against sb/sth	to dislike or disagree with someone or something for a particular reason
41	loosen up	to relax mentally
41	perk up (sb) or perk (sb) up	to suddenly become happier or more energetic, or to make someone feel this way
41	run away with sb	if something [e.g. emotion, imagination, enthusiasm] runs away with someone, it makes them do or think stupid things
41	shake up sb or shake sb up	if an unpleasant experience shakes someone up, it makes them feel shocked and upset
41	snap out of sth	informal to force yourself to stop feeling sad and upset
41	spill out (sth) or spill (sth) out	if you spill out an emotion or if emotion spills out, you express it, usually by talking in an uncontrolled way
41	turn (sb) against sth/sb	to decide not to like or agree with someone or something, or to make someone do this
41	work yourself into sth	to make yourself become very angry or upset
42	drop by	British & Australian informal to make a short visit to someone in their home, usually without arranging it before
42	get-together	n an informal meeting or party
42	go on to swh	to go to a particular place after going somewhere else
42	hang out	informal to spend a lot of time in a particular place, or to spend a lot of time with someone
42	hook up	US informal to meet someone for a particular purpose
42	move away	to leave the place or area where you live and go and live in another place
42	pass by (swh)	British to visit somewhere for a short time, usually while you are going somewhere else
42	roll up	to arrive at a particular place or event, usually late
42	shoot off	British & Australian informal to leave somewhere very quickly
42	sleep off sth or sleep sth off	to sleep until you feel better, especially after too much alcohol
42, 60	take out sb or take sb out	to go somewhere and do something with someone, usually something that you have planned or paid for
42	treat sb to sth	to buy or pay for something for someone else
42	turn away sb or turn sb away	to refuse to allow someone to enter a place, usually because there is no more space
43	break out in/into sth	if you break out in a sweat, it suddenly appears on your skin
43	build up sb or build sb up	to make someone healthier and stronger after an illness, especially by making sure that they eat a lot
43	bunged-up	adj slightly informal blocked nose
43	burn out or burn yourself out	informal to have to stop working because you have become ill or very tired from working too hard
43	come off sth	to stop using medicine or drugs
43	go around (swh)	if an illness goes around, a lot of people get it
43	heal up	if a wound heals over, new skin grows over it
43	nod off	informal to fall asleep when you do not intend to go to sleep
43	put sb on sth	to give someone a particular type of medical treatment or food
43	take sth out of sb	informal to make someone feel very tired
43	throw off sth or throw sth off	to succeed in getting rid of a slight illness
43	tire out sb or tire sb out	to make someone very tired
43	washed out	adj if someone looks washed out, they look tired, pale and ill
43	wipe out sb or wipe sb out	informal to make someone extremely tired
44	bend down	to move the top part of your body towards the ground
44	curl up	to lie or sit with your back curved and your knees close to your stomach
44	double (sb) over/up	to suddenly bend your body forwards because you are laughing a lot or you are in pain
44	huddle up	to move close to other people, or to hold your arms and legs close to your body, usually because you are cold or frightened
44	loosen up (sth) or loosen (sth) up	to prepare your body or muscles for a physical activity by stretching and doing simple exercises
44	pick yourself up	to stand up again after you have fallen
44	stick out sth or stick sth out	to push part of your body forward or out from the rest of your body
44	stretch out sth or stretch sth out	to hold a part of your body straight out in front of you
44	swing around/round	to suddenly turn around so that you can see someone or something behind you
44	tense up	if you tense up or your muscles tense up, your muscles stiffen because you are not relaxed
44	thaw out	if someone thaws out, they become warmer after they have been outside and have got very cold
44	warm up	to prepare your body muscles for a physical activity by stretching and doing simple exercises
44	waste away	to gradually get thinner and weaker, usually because of illness
45	blurt out sth or blurt sth out	to say something suddenly and without thinking, especially because you are excited or nervous
45	bombard sb with sth	to direct a lot of something [e.g. questions, letters] at one person
45	clam up	informal to become silent or to refuse to speak about something, usually because you are shy or afraid
45	drag sth out of sb	to make someone tell you something that they do not want to tell you
45	engage sb in conversation	if you engage someone in conversation, you try to start a conversation with them
45	expand on sth	to give more details about something you have said or written
45	explain away sth or explain sth away	to give a reason for something bad happening which makes other people think that it is not so bad or that it is not your fault
45	go on at sb	to criticise someone continuously
45	hold forth	to talk about a particular subject for a long time, often in a way that other people find boring
45	lead into sth	if a subject you are talking about or a discussion leads into another subject or discussion, it is the reason why you start talking about the second subject or start the second discussion
45	put sth to sb	to ask someone a question, or to state an opinion to someone which they are likely to disagree with
45	reel off sth or reel sth off	to say a long list of things quickly and without stopping
45, 51	sound out sb/sth or sound sb/sth out	to talk to someone in order to discover what they think about an idea or plan
45	talk at sb	to talk to someone without listening to them or allowing them to speak
45	witter on	British informal to talk for a long time about unimportant things
45	wring sth out of sb	to force or persuade someone to give you money or information
46	clear out	informal to leave a place
46	double back	to turn and go back in the direction that you have come from
46	draw back	to move away from someone or something, usually because you are surprised or afraid
46	drop back	if you are moving forward in a group of people and you drop back, you move to a position nearer the back
46	gain on sb/sth	to get nearer to someone or something that you are chasing
46	hang back	to not move forwards, usually because you are shy or afraid
46	pile into swh	to enter a place or vehicle quickly and not in an organised way
46	pile out (of)	to leave a place or vehicle quickly and not in an organised way
46	push on	to continue travelling somewhere
46	squash up	if people who are sitting or standing together squash up, they move closer together in order to make space for someone else
46	stand back	to move a short distance away from something or someone
46	steal away	to leave a place quietly without anyone knowing
46	stumble on sth/sb	to find or meet by chance
46	trip over (sth)	to fall or almost fall because you have accidentally hit your foot against something while walking or running
46	walk in on sb	to go into a room and see what someone is doing when they did not want anyone to see them
46	zip along (sth)	informal to move very quickly
47	break off sth or break sth off	to separate a part from a larger piece
47	chase sb/sth off/out or chase off/out sb/sth	to run after a person or an animal in a threatening way in order to make them leave
47	die out	to become more and more rare and then disappear completely
47	dig up sth or dig sth up	to take something out of the ground by digging
47	dry out (sth) or dry (sth) out	to make something dry, or to become dry
47	eat away at sth	to gradually destroy something by continuously damaging it or taking little parts of it away
47	feed on sth	if an animal feeds on a particular type of food, it usually eats that food
47	fend for yourself	to take care of yourself without needing help from other people
47	flush out sb/sth or flush sb/sth out	to force a person or animal to come out of the place they are hiding in
47	offshoot	n plant which has developed from a larger plant
47	overcast	adj if the sky is overcast, it is grey and covered in cloud
47	prey on sth	to catch for food
47	pull up sth or pull sth up	to remove something from the ground
47	send out sth or send sth out	if a plant sends out something [e.g. roots, shoots], it grows
47	wash away sth or wash sth away	if water [e.g. rain, flood] washes something away, it carries it away
47	watch over sb/sth	to protect or take care of a person or animal
48	beat down	if the sun beats down, it shines strongly and makes the air very hot
48	blot out sth or blot sth out	if smoke or a cloud blots out the sun, it covers it and prevents it from being seen
48	break through (sth)	if the sun breaks through or breaks through the clouds, it starts to appear from behind the clouds
48	breeze in/into swh	to walk in quickly and confidently
48	breeze through sth	slightly informal to succeed in something [e.g. exam] very easily
48	fog up	if something made of glass [e.g. windscreen, glasses] fogs up, or if something fogs it up, it becomes covered with small drops of water and you cannot see through it any more
48	freeze out sb or freeze sb out	to make someone feel that they are not part of a group by being unfriendly towards them, or to stop someone from being included in an arrangement or activity
48	freeze up	become so afraid you cannot move or do anything
48	hold off	to not start, although you expect it to
48	mist over	if your eyes mist over, they become filled with tears which stop you from seeing clearly
48	mist over/up	if something made of glass [e.g. windscreen, glasses] mists up, or if something mists it up, it becomes covered with small drops of water and you cannot see through it any more
48	pelt down	informal to rain very heavily
48	steam up (sth) or steam (sth) up	if a glass surface steams up, or if something steams it up, it becomes covered with very small drops of water
48	storm out	to leave a place in an angry way
49	back onto sth	if a building backs onto something, its back faces that thing
49	blend in/into sth	if something or someone blends in, they look or seem the same as the things or people around them and so you do not notice them
49	boarded-up	adj covered with pieces of wood
49	be bursting with sth	to be very full with something
49	close off sth or close sth off	to put something across the entrance to something, in order to prevent people from entering it
49	dot sth with sth	if a place is dotted with something, it has many of them, all over the place
49	encroach on sth	to gradually cover more and more of an area of land
49	fall in	if a structure [e.g. roof, ceiling] falls in, it drops to the ground because it is weak or damaged
49	lay out sth or lay sth out	to design the way in which a house, city, or garden is built or created
49	mock-up	n a model showing how something will look when it is built
49	offset	adj if something is offset by something else it is compensated for
49	open off sth	if an area opens off another area, you can enter one from the other directly
49	reduce sth to sth	to destroy something that has been built [e.g. building, city]
49	run-down	adj shabby, in disrepair
49	be set back	if a building is set back, it is a little distance from the road
49	soak up sth or soak sth up	to enjoy the effects of an experience
49	be steeped in sth	to have a lot of (particularly tradition or history)
49	stretch out	if an area of land stretches out, it continues over a long distance
50	block in sb/sth or block sb/sth in	to put a car or other vehicle so close to another vehicle that it cannot drive away
50	blow out	if a car tyre blows out, it suddenly bursts
50	change down	British and Australian to put a vehicle into a lower gear (= part of a machine that controls the speed of a vehicle), usually in order to go slower
50	cut in	to suddenly drive in front of someone, not leaving enough space between the two vehicles
50	flag down sth or flag sth down	to make a vehicle stop by waving at the driver
50	knock over sb or knock sb over	to hit someone with a vehicle and injure or kill them
50	pick up sth	if you pick up speed, you suddenly start to go faster
50	pull over sb/sth or pull sb/sth over	if the police pull someone who is driving a car over, they order them to drive the car to the side of the road and stop
50	rev up sth or rev sth up	to make a vehicle’s engine work faster while the vehicle is not moving
50	stack up	if aircraft stack up, they fly over an airport at different heights waiting to be told they can land
51	call up sb or call sb up	to order someone to join the army, navy, or airforce
51, 52	confide in sb	to tell someone things that you keep secret from other people
51	dumb down sth or dumb sth down	to make something [e.g. textbook, curriculum] simpler and easier to understand
51	ferret out sth or ferret sth out	to find something after searching for it
51	get on to/onto sth	to be elected as a member of an organisation
51	give yourself up	to allow the police to catch you
51	head off sth or head sth off	to prevent a difficult or unpleasant situation from happening
51	hold out	to continue to defend yourself against an enemy or attack
51	join up	to join the army, navy, or airforce
51	leak out	if secret information leaks out, people who should not know this information find out about it
51	move (sb) in/into (swh)	to go to a place to deal with a difficult situation
51	pass off	British & Australian if an event passes off in a good way, it happens in that way
51	root out sth/sb or root sth/sb out	informal to search and find something or someone that is difficult to find
51	stake out sth or stake sth out	if the police or reporters stake out a building where someone is living or hiding, they watch the building continuously in order to see who is leaving or entering it
51	whip up sth	to try to make people feel strongly about something
51	worm sth out of sb	to manage to get information from someone which they are trying to keep secret
52	bear out sth/sb or bear sth/sb out	to prove that something that someone has said or written [e.g. claim, theory] is true, or to say that someone is telling the truth
52	catch out sb or catch sb out	to discover that someone is lying or doing something wrong
52	cover up (sth) or cover (sth) up	to stop people from discovering the truth about something bad
52	give-away	n something that makes you aware of a fact that someone else was trying to keep secret
52	hush up sth or hush sth up	to stop the public from finding out about something bad that has happened
52	level with sb	informal to tell the truth about something
52	make out sth	to claim falsely that something is true; to pretend
52	paper over sth	to hide a disagreement or difficulty and try to make people believe that there is no problem
52	play along	to pretend to agree with someone, or to do what someone wants for a short time, in order to get something from them or to avoid making them angry
52	spy on sb/sth	to watch secretly in order to discover information about them
53	abide by sth	to accept or obey an agreement, rule, or decision
53	adhere to sth	formal to obey a rule or principle
53	come under sth	to be controlled or dealt with by a particular authority
53	get (sth) through (sth)	if a law or proposal gets through, or if someone gets a law or proposal through, it is officially accepted by a government or organisation
53	go against sth	if something goes against a rule or something you believe in, it does not obey it or agree with it
53	impose sth on sb	formal to force a group of people to accept something, or to give someone a punishment [e.g. fine, ban]
53	inform on sb	to give information about someone who has done something wrong to a person in authority, especially the police
53	let off sb or let sb off	to not punish someone who has committed a crime or done something wrong, or to not punish someone severely
53	provide for sth	formal if a law or agreement provides for something, it allows it to happen or exist
53	roll out sth or roll sth out	to make a new product, service or system available for the first time
53	sign over sth or sign sth over	to give someone else your property or legal rights to something by signing an official document
53	throw out sth or throw sth out	if people in authority throw out a plan or idea [e.g. bill, proposal] they refuse to accept or use it
53	tighten up sth or tighten sth up	to make rules more limiting and more difficult to avoid
53	toughen up sth or toughen sth up	to make rules more limiting and more difficult to avoid
53	vote on sth	to make a decision about something [e.g. proposal, motion] by counting the number of people for and against it
54	drop-down menu	n a list of choices which appears on a computer screen
54	fade in	if the sound or picture of a film or recording fades in, or if you fade it in, it becomes gradually louder or brighter so that you can hear it or see it clearly
54	fade out	if the sound or picture of a film or recording fades out, or if you fade it out, it gradually becomes quieter or less clear until you cannot hear or see it any more
54	go on sth	to use a computer or the Internet, or to visit a website
54	go to (swh)	to click on a menu, a menu item, a particular web page or part of a page, or a link when using a computer
54	plug into sth	if a piece of electrical equipment plugs into a supply of electricity or another piece of electrical equipment, it works by being connected to that supply of electricity or that piece of equipment
54	pop-up adverts	n advertisements that open quickly on a computer screen in front of what you are working on
54	seize up	if part of your body or a machine seizes up, it stops moving or working in the normal way
54	set up (sth) or set (sth) up	to get all the necessary equipment ready for a particular activity
54	tune into sth	to turn on the radio or television in order to listen to or watch a particular programme
54	type in	to write something using a computer
54	wipe off sth or wipe sth off	to remove information stored on part of a computer [esp. memory, hard drive]
54	wire up sth/sb or wire sth/sb up	to connect something or someone to a piece of electrical equipment by using electrical wires
55	(not) agree with sb	if a type of food or drink does not agree with you, it makes you feel slightly ill
55	dip sth in (sth)	to quickly put something into something else and then take it out again, especially biscuits in tea or coffee
55	disagree with sb	if a type of food disagrees with you, it makes you feel slightly ill or uncomfortable
55	drink to sb/sth	to hold up your glass before drinking from it in order to celebrate something or to wish someone success or happiness
55	eat in	to have a meal at home, not in a restaurant
55	fill up sb or fill sb up	if food fills someone up, it makes them feel as if they have eaten enough
55	fry-up	n a quick meal made of fried food
55	gobble down/up sth or gobble sth down/up	informal to eat very quickly
55	help sb to sth	to put food onto a plate for yourself
55	pick at sth	to eat only a small amount of a meal because you are not hungry or because you are feeling ill
55	send out for sth	to telephone a restaurant and ask for food to be delivered to your home
55	serve up sth or serve sth up	to put food on plates and dishes for people to eat
55	slice up sth or slice sth up	to cut or divide something into parts
55	spill over (sth)	if the liquid in a container spills over, it flows over the edge of the container
55	wolf down sth or wolf sth down	to eat something very quickly because you are very hungry
56	come in for sth	if someone comes in for criticism or praise, they are criticised or praised for something they have done
56	come into (being)	to begin
56	come into it	if you say that a particular emotion or quality [e.g. pride, love, luck] comes into it when you are describing a situation, you mean that it influences the situation
56	come off better/worse	to end up in a good or bad position because of an argument or some kind of struggle
56	come out with sth	to say something suddenly
56	come through sth	to manage to get to the end of a difficult situation
56	come up against sth/sb	to have to deal with a difficult situation or someone who disagrees with you or tries to stop you doing what you want to do
56	come up to sth	to reach an acceptable or expected standard
57	get across sth or get sth across	to successfully communicate an idea to other people
57	get away with sth/doing sth	to succeed in not being criticised or punished for something wrong that you have done
57	get away with murder	to succeed in not being criticised or punished for something wrong that you have done
57	get back into sth	to begin doing something again after not doing it for a period of time
57	get back to basics	to start again at the beginning
57	get in sth or get sth in	to manage to do something even though you do not have much time because you are busy doing other things
57	get in on sth	informal to start to become involved in an activity that other people are already doing, often without being invited
57	get off sb’s back	to stop nagging someone
57	get off the ground	to get started
57	get sth out of sth/doing sth	to enjoy something or think that something is useful
57	get sth out of your mind	to stop thinking about something
57	get to the bottom of sth	to understand something properly, not superficially
57	get together	if two or more people get together, or if someone gets two or more people together, they meet in order to do something or spend time together
